Key,Value
Authentication.CrossDevice.Label.SigninInstructionThree,3. 以下のフィールドにそのコードを入力します
Authentication.CrossDevice.Label.SigninInstructionTwo,2. [クイックサインイン]を選択して、コードを取得します
Authentication.CrossDevice.Label.Warning1,• あなたがリクエストしたコードのみを入力
Authentication.CrossDevice.Label.Warning2,• 他のユーザーのコードは絶対に入力しない
Authentication.CrossDevice.Response.InvalidCode,入力したコードは無効です。正しく入力したかどうか、確認してください。
Authentication.CrossDevice.Response.LoginFail,ログインできませんでした
Authentication.CrossDevice.Response.LoginSuccess,ログインできました
Authentication.Login.Action.ConnectionError.RetryReady,再試行する
Authentication.Login.Action.ConnectionError.RetryWait,{WaitTime} で再試行する
Authentication.Login.Action.Continue,
Authentication.Login.Action.DownloadNow,今すぐダウンロード
Authentication.Login.Action.EmailACode,コードをメールで送信
Authentication.Login.Action.EmailMeCode,コードをメールで受け取る
Authentication.Login.Action.EmailOtpWaitTime,あと {WaitTime}秒でコードを再送信
Authentication.Login.Action.ForgotPasswordOrUsernameQuestionCapitalized,パスワード、またはユーザーネームをお忘れですか？
Authentication.Login.Action.ForgotUsername,ユーザーネームを忘れた場合
Authentication.Login.Action.ForgotUsernameOrPassword,ユーザーネームまたはパスワードをお忘れですか？
Authentication.Login.Action.LogInEmailOneTimeCode,ワンタイムコードをメールで送信
Authentication.Login.Action.NeedHelp,ヘルプが必要ですか？
Authentication.Login.Action.Next,
Authentication.Login.Action.QQLogin,テンセントQQログイン
Authentication.Login.Action.QuickSignIn,クイックサインイン
Authentication.Login.Action.ResendCode,
Authentication.Login.Action.SendCodeSentenceCase,コードを送信
Authentication.Login.Action.SendVerificationEmail,確認メールを送信
Authentication.Login.Action.SignIn,サインイン
Authentication.Login.Action.SignInSentenceCase,ログイン
Authentication.Login.Action.SignInWithQrCode,
Authentication.Login.Action.UsePasskey,パスキーを使用
Authentication.Login.Action.WeChatLogin,WeChatログイン
Authentication.Login.Button.CloseAndSwitchPlatformAccount,Robloxから退出して {platformAccountName} のアカウントを切り替え
Authentication.Login.Button.UseDifferentRobloxAccount,別のRobloxアカウントを使用
Authentication.Login.Description.AccountSelectorHelp,すべての関連アカウントがここに表示されています。
Authentication.Login.Description.DownloadNewVersion,このRobloxのバージョンは、お持ちのアカウントではご利用いただけません。続けるには正しいバージョンをダウンロードしてください。
Authentication.Login.Description.EnterOneTimeCodeHelpV2,{email} に送信されたコードを入力
Authentication.Login.Description.GetOneTimeCodeHelp,あなたのアカウントで認証済みのメールアドレスを入力し、ワンタイムコード（一回のみ使用可）を受け取ります。
Authentication.Login.Description.PasskeyDescription,お持ちのアカウントには、パスワードよりもセキュリティが強力なログイン方法であるパスキーがついています。このデバイスでは指紋、顔認証、または画面ロックを使用できます。
Authentication.Login.Description.PasskeyLoginIncompatibleDevice,お使いのデバイスがパスキーに対応しているかどうかを判断できません。もう一度お試しいただくか、「ログインできない」をタップしてメールアドレスまたは電話番号でアカウントを復元してください。
Authentication.Login.Description.PasskeyMobileOnly,パスキーはモバイルでのみ利用可能です。別の方法でログインしてください。
Authentication.Login.Description.SigningInWith,<b>{identifier}</b>でログイン中
Authentication.Login.Description.UsernameHandle,@<b>{username}</b>
Authentication.Login.Description.VerificationCodeSentTo,Robloxアカウントが存在する場合、{email}に認証コードが届きます
